4,8-dioxa-3H-perfluorononanoic	C(C(C(=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F	emerging_perfluoroalkyls	environmental_chemistry	global_chem.environment.emerging_perfluoroalkyls
6:2 chlorinated polyfluorinated ether sulfonic acid	FC(Cl)(C(F)(C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(S(=O)(O[K])=O)F)F)F	emerging_perfluoroalkyls	environmental_chemistry	global_chem.environment.emerging_perfluoroalkyls
perfluorobutanoic acid	FC(F)(C(F)(C(O)=O)F)C(F)(F)F	emerging_perfluoroalkyls	environmental_chemistry	global_chem.environment.emerging_perfluoroalkyls
perfluoro-n-pentanoic acid	C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O	emerging_perfluoroalkyls	environmental_chemistry	global_chem.environment.emerging_perfluoroalkyls
nafion byproduct 2	C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)O)(F)F)F)(F)F)F	emerging_perfluoroalkyls	environmental_chemistry	global_chem.environment.emerging_perfluoroalkyls
perfluoro-3,5,7,9-tetraoxadecanoic acid	C(=O)(C(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)O	emerging_perfluoroalkyls	environmental_chemistry	global_chem.environment.emerging_perfluoroalkyls
perfluoro-3,5,7,9,11-pentaoxadodecanoic acid	C(=O)(C(OC(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O	emerging_perfluoroalkyls	environmental_chemistry	global_chem.environment.emerging_perfluoroalkyls
2,2,3,3-tetrafluoro-3-((1,1,1,2,3,3-hexafluoro-3-(1,2,2,2-tetrafluoroethoxy)propan-2-yl)oxy)propanoic acid	C(=O)(C(C(F)(F)F)(OC(C(OC(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)F)F)O	emerging_perfluoroalkyls	environmental_chemistry	global_chem.environment.emerging_perfluoroalkyls
h,1h,2h,2h-perfluorooctanesulfonic acid	C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F	emerging_perfluoroalkyls	environmental_chemistry	global_chem.environment.emerging_perfluoroalkyls
2-(perfluorooctyl)ethane-1-sulfonic acid	C(CS(=O)(=O)O)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F	emerging_perfluoroalkyls	environmental_chemistry	global_chem.environment.emerging_perfluoroalkyls
perfluoropentanesulfonic acid	C(C(C(F)(F)F)(F)F)(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F	emerging_perfluoroalkyls	environmental_chemistry	global_chem.environment.emerging_perfluoroalkyls
perfluoroheptanesulfonic acid	C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F	emerging_perfluoroalkyls	environmental_chemistry	global_chem.environment.emerging_perfluoroalkyls
perfluorononanesulfonic acid	C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F	emerging_perfluoroalkyls	environmental_chemistry	global_chem.environment.emerging_perfluoroalkyls
perfluorodecanesulfonic acid	C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F	emerging_perfluoroalkyls	environmental_chemistry	global_chem.environment.emerging_perfluoroalkyls
hexafluoropropylene-oxide-trimer-acid	C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)F	emerging_perfluoroalkyls	environmental_chemistry	global_chem.environment.emerging_perfluoroalkyls
3,3′,4,4′,5-pentachlorobiphenyl	C1=CC(=C(C=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl)Cl	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
3,4,3′,4′-tetrachlorobiphenyl	C1=CC(=C(C=C1C2=CC(=C(C=C2)Cl)Cl)Cl)Cl	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
2,2′,4,4′,5,5′-hexachlorobiphenyl	C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
bisphenol A	CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
2,3,3′,4,4′,5′-hexachlorobiphenyl	C1=CC(=C(C=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
2,2′,4,4′,6,6′-hexachlorobiphenyl	C1=C(C=C(C(=C1Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
2,2′,4,4′,5,6′-hexachlorobiphenyl	C1=CC=C(C(=C1)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
lindane	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
naphthalene	C1=CC=C2C=CC=CC2=C1	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
benz[e]acephenanthrylene	C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
dieldrin	C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
linuron	CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
trifluralin	CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
toluene	CC1=CC=CC=C1	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
benzene	C1=CC=CC=C1	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
bisphenol S	C1=CC(=CC=C1O)S(=O)(=O)C2=CC=C(C=C2)O	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
bisphenol F	c1cc(ccc1Cc2ccc(cc2)O)O	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
benzo[a]pyrene	C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
2,4-dichlorophenoxyacetic acid	C1=CC(=C(C=C1Cl)Cl)OCC(=O)O	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
clofenotane (DDT)	C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
pyrene	C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
deoxynivalenol (vomitoxin)	CC1=CC2C(C(C1=O)O)(C3(CC(C(C34CO4)O2)O)C)CO	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
glyphosate	C(C(=O)O)NCP(=O)(O)O	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
fumonisin-B1	CCCCC(C)C(C(CC(C)CC(CCCCC(CC(C(C)N)O)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
aflatoxin-B1	COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
2,4,6-trichlorophenol	C1=C(C=C(C(=C1Cl)O)Cl)Cl	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
diazinon	CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
paraquat	C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
phenol	C1=CC=C(C=C1)O	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
aminomethylphosphonic acid	C(N)P(=O)(O)O	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
chlorpyriphos	CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
xearalenone	CC1CCCC(=O)CCCC=CC2=C(C(=CC(=C2)O)O)C(=O)O1	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
aldicarb	CC(C)(C=NOC(=O)NC)SC	montmorillonite_adsorption	materials_chemistry	global_chem.materials.clay.montmorillonite_adsorption
3′-bromo-2-chloro[1,1′:4′,1′′-terphenyl]-4,4′′	ClC1=CC=CC=C1C2=CC=C(C3=CC=CC=C3)C(Br)=C2	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
[3,3′-biquinoline]-6,6′	C1(C2=CC3=CC=CC=C3N=C2)=CC4=CC=CC=C4N=C1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
[2,3′-bipyridine]-4,5′	C1(C2=CC=CN=C2)=NC=CC=C1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
(Z)-but-1-enel	C=CCC	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
ethene-1,2-diyl	C=C	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
propane-1,3-diyl	CCC	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
methylmethylene	[CH]C	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
1-phenylethylene	C=CC1=CC=CC=C1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
1,2-dioxobutane	CCC(C=O)=O	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
1,3-dioxohexane	CCCC(CC=O)=O	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
oxyoxalyl	O=CC(O)=O	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
oxysuccinyl	O=CCCC(O)=O	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
naphthalene	C12=CC=CC=C1C=CC=C2	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
2H-furo[3,2-b]pyran	C12=CCOC1=CC=CO2	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
pyridine	C1=NC=CC=C1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
1-carboxylatoethylene	NC1(C(O)=O)CC1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
x-iminocyclopentane	N=C1CCCC1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
pyridine-3,5-diylpiperidine	N1(C2=CC3=CN=C2)C3CCCC1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
(4-chloro[3,3′-bipyridine])methylene	[CH]C1=NC=CC(Cl)=C1C2=CC=CN=C2	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
imino[1-oxo-2-(phenylsulfanyl)ethylene]	O=C=C(N)SC1=CC=CC=C1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
methylphenylsiloxane	[H]O[SiH](C)C1=CC=CC=C1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
diethoxyphosphazene	CCO[PH2](N)OCC	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
piperidine-3,5-diylideneethanediylidene	C/C=C1CNCCC1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
sulfanediylcarbonyl	O=[CH]S	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
spiro[4.5]decane-2,8-diylmethylene	C1(CC(CC2)CC3)CC32CC1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
4H-1,2,4-triazole-3,5-diylmethylene	C1(C2)=NN=C2N1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
(2-phenyl-1,3-phenylene)ethylene	C1(C=C2)=CC=CC2=C1C3=CC=CC=C3	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
(5′-chloro[1,2′-binaphthalene])methylene	CC1=CC=C2C=CC=CC2=C1C3=CC=C4C(Cl)=CC=CC4=C3	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
(6-chlorocyclohex-1-ene)(1-bromoethylene)	ClC1C=CC(C(Br)C)CC1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
oxy{[3-(trifluoromethyl)phenyl]methylene}	FC(C1=CC([CH]O)=CC=C1)(F)F	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
1,3-phenyleneethylene	C1(C=C2)=CC=CC2=C1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
(tetramethoxy-1,4-phenylene)(1,2-diphenylethene)	COC(C(OC)=CC(OC)=C1OC)=C1/C(C2=CC=CC=C2)=C/C3=CC=CC=C3	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
(1,1′,3,3′-tetraoxo[5,5′-biisoindoline]-2,2′-diyl)biphenyl	O=C(C1=C2C=CC(C3=CC=C4C(OCN(C5=CC=C(C6=CC=CC=C6)C=C5)CO4)=C3)=C1)NC2=O	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
morpholine-2,6-diylpyridine-3,5-diylthianthrene	C(C=C1S2)(C3=CN=CC(C4CNCCO4)=C3)=CC=C1SC5=C2C=CC=C5	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
naphthalene-1,4-phenylenecyclohexane	C12=CC=CC=C1C=C(C3=CC=CC(C4CCCCC4)=C3)C=C2	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
pyridine-1,4-phenylenecyclopentane	C1(C2=CC=CC(C3CCCC3)=C2)=CC=CN=C1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
pyridine-4H-1,2,4-triazole-3,5-diylmethylene	CC(N1)=NN=C1C2=NC=CC=C2	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
oxyspiro[3.5]nona-2,5-diene-7,1-diylcyclohex-4-ene-1,3-diyl	OC1C=CC2(CCC2C3CC=CCC3)CC1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
piperidine-oxymethylene	COC1NCCCC1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
pyridine-methyleneoxy-1,4-phenylene	C1(OCC2=NC=CC=C2)=CC=CC=C1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
imino(1-chloro-2-oxoethylene)(4-nitro-1,3-phenylene)(3-bromopropane)	NC(C(C1=CC=C([N+]([O-])=O)C(CCBr)=C1)=O)Cl	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
pyridine-acenaphthylene-3,8-diylpyrrole-diylacenaphthylene	C1(C2=C(C=C3)C(C3=C(C4=CNC=C4C5=C(C=C6)C(C6=CC=C7)=C7C=C5)C=C8)=C8C=C2)=CC=CN=C1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
pyridine-(phenylmethylene)iminocyclohexane	C1(C(NC2CCCCC2)C3=CC=CC=C3)=CC=CC=N1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
(methylimino)methyleneimino-1,3-phenylene	CNCNC1=CC=CC=C1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
pyridine-diyliminocyclohexane(phenylmethylene)	C1(NC2CCC(CC3=CC=CC=C3)CC2)=CC=CC=N1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
imino(1-oxoethylene)silanediylpropane	NC(C[Si](C)(C)C)=O	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
pyridine-cyclohexane-oxypropane	CCCOC(CCC1)CC1C2=CC=CN=C2	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
sulfaneethylenesulfanediyl(2-amino-4-carboxypentane)	SCCSC(N)CC(C)C(O)=O	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
sulfaneethylenesulfanediyl(4-amino-1-carboxypentane)	SCCSC(C(O)=O)CC(N)C	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
pyridine-methylenepyridine(tetrahydropyran)	C1(CC2=CN=CC(C3COCCC3)=C2)=CC=CN=C1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
sulfane(2-chloropropane)sulfanepropane	SCC(CSCCC)Cl	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
pyridine-carbonyloxymethylene	O=C(OC)C1=CC=CN=C1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
1,3-phenylene(1-bromoethylene)cyclohexane(2-butylethylene)	BrC(C1CCCC(C(CCC)C)C1)C2=CC=CC=C2	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
oxy(1,1-dichloroethylene)imino(1-oxoethylene)	OC(Cl)(CNCOC)Cl	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
sulfane(1-chloroethylene)-1,3-phenylene(1-chloroethylene)	SC(CC1=CC(C(C)Cl)=CC=C1)Cl	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
sulfane(1-iodoethylene)sulfane(5-bromo-3-chloropentane)	SC(CSCCC(CCBr)Cl)I	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
oxymethylene-ONN-azoxy(chloromethylene)	OCN(O)-NCCl	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
(3-chlorobiphenyl)methylene(3-chloro-1,4-phenylene)methylene	ClC1=CC(C2=CC=C(C3=CC=C(C)C(Cl)=C3)C=C2)=CC=C1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
imino(x-methyl-1,3-phenylene)iminomalonyl	NC1=CC(C)=CC(NC(CC=O)=O)=C1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
oxyhexane-oxycarbonylimino(methylphenylene)iminocarbonyl	OCCCCCCOC(NC1=CC(C)=C(NC=O)C=C1)=O	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
2,4,8,10-tetraoxaspiro[5.5]undecane-oxyhexane-1,6-diyloxy	CC1OCC2(COC(OCCCCCCO)OC2)CO1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
pyridine-methylenepyrrole-oxymethylene	COC1=CNC=C1CC2=CC=CN=C2	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
oxymethyleneiminocarbonylsulfane-1,3-phenyleneethylene	COCNC(SC1=CC=CC(CC)=C1)=O	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
oxyiminomethylenehydrazine-methylene	ONCNNC	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
piperidine-methylenepiperidine-4,2-diylcyclopentane-ethylenecyclopentane-1,2-diylmethylene	CC(C1)CCC1CC(C2)CCC2C(C3)NCCC3CC4NCCCC4	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
1,3-dioxa-8-thia-5,10-diazadodecane	OCOCNCCSCNCC	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
oxymethyleneoxymethyleneoxymethyleneimino-1,3-phenylenemethyleneiminomethylene	OCOCOCNC1=CC(CNC)=CC=C1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
pyridine-1,4-phenylenemethyleneoxymethyleneiminomethyleneoxy-1,4-phenylenemethylene	CC(C=C1)=CC=C1OCNCOCC(C=C2)=CC=C2C3=CC=CN=C3	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
sulfinylmethylenesulfanediylpropane-1,3-diylsulfonyl-1,4-phenylene	SOCSCCCS(=O)(C1=CC=CC=C1)=O	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
oxyterephthaloylhydrazine-terephthaloyl	OC(C1=CC=C(C(NNC(C2=CC=C(C=O)C=C2)=O)=O)C=C1)=O	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
nitrilo-1,4-phenylenenitriloprop-2-en-3-yl-1-ylidene-1,4-phenyleneprop-1-en-1-yl-3-ylidene	NC1=CC=C(N=CC=CC2=CC=C(C=CCC)C=C2)C=C1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
oxycarbonylnitrilopropane-idenenitrilocarbonyl	OC(N=CCC=NC=O)=O	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
oxyethyleneiminomethylenesulfanediylethyleneiminocyclohexane	OCCCNCSCCNC1CCCCC1	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
iminomethyleneiminocarbonyl{2-[(2,4-dinitrophenyl)hydrazono]cyclopentane}carbonyl	OC(C1=CC=C(C(OCCCCCC)=O)C=C1)=O	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
oxyterephthaloyloxyhexane	NCCNC(C1/C(C(C=O)CC1)=N/NC2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2)=O	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
nitrilocyclohexa-2,5-diene-idenenitrilo-1,4-phenyleneimino-1,4-phenyleneimino1,4-phenylene	N=C1C=CC(C=C1)=NC2=CC=C(NC3=CC=C(NC4=CC=CC=C4)C=C3)C=C2	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
cyclohexane-methanylylidenecyclohexane-idenemethanylylidenecyclohexane-methylene	CC(CC1)CCC1C=C(CC2)CCC2=CC3CCCCC3	common_monomer_repeating_units	materials_chemistry	global_chem.materials.polymers.common_monomer_repeating_units
methylacrylamide	CNC(C=C)=O	electrophilic_warheads_for_kinases	organic_chemistry	global_chem.medicinal_chemistry.warheads.electrophilic_warheads_for_kinases
